genes	logFC	logCPM	F	PValue	FDR
AT4G10480	-144269494.230512	9.07487125782384	5375.6657137134	8.01395207129963e-08	0.000240813320527896
AT4G06665	-2.0381070745057	10.8234885996192	765.690877528477	8.13083836891642e-08	0.000240813320527896
AT4G30660	-144269493.327677	8.17350182205083	5172.51391495945	8.70514473531376e-08	0.000240813320527896
AT1G02620	5.47120286122222	8.2458044945036	581.260489303991	1.92267091061974e-07	0.000397684394958923
AT4G00880	-144269492.14127	6.99111090051839	3227.8118139081	2.39597779828246e-07	0.000397684394958923
AT3G01485	-1.74406067576914	9.79933339235137	510.085343207347	2.88896789567455e-07	0.000399592409436719
AT3G51330	2.94023084573345	7.91825134499819	440.282113504286	4.56747558146024e-07	0.000403634636408159
AT4G36052	1.85410375952431	8.09520254845145	436.573139377565	4.68923048544653e-07	0.000403634636408159
AT2G42790	144269491.585585	6.43815446422989	2288.76131411937	5.01089762713168e-07	0.000403634636408159
AT4G28650	1.91443858534237	9.67937926309401	423.021689081928	5.17222077443513e-07	0.000403634636408159
AT1G74670	-144269491.523848	6.37750463418607	2093.77641629589	6.06569301639989e-07	0.000403634636408159
AT2G35859	-1.80007654532314	9.6030842607211	391.885505829397	6.55892723742541e-07	0.000403634636408159
AT1G52240	-2.00188754943833	9.37862385245058	386.422955331441	6.85111028414539e-07	0.000403634636408159
AT3G03550	2.09376323744786	7.48523084171076	378.155077608655	7.3268544967297e-07	0.000403634636408159
AT1G09421	2.65866874372231	8.01328721921185	369.005066987888	7.90545062059431e-07	0.000403634636408159
AT5G64572	2.59800536519575	12.6229576853588	365.092736250846	8.17122909545902e-07	0.000403634636408159
AT2G03410	-1.37499676067346	10.3966271365945	363.706656086621	8.26821161457851e-07	0.000403634636408159
AT1G05562	-3.81884830155277	11.4984644073391	353.641262856046	9.02006542211068e-07	0.000415775851515789
AT2G29420	-144269491.280898	6.13658996255442	1689.84880568108	9.60570975446682e-07	0.000415775851515789
AT3G13470	-2.19620988266823	8.31833346719777	335.090449699198	1.06594267181804e-06	0.000415775851515789
AT1G60420	-144269491.104937	5.96228118956492	1594.95850698469	1.08729486505724e-06	0.000415775851515789
AT1G15820	-1.68772711216121	10.6326287066545	331.492575692481	1.10218926778496e-06	0.000415775851515789
AT3G04550	-1.66532690886254	9.39136878978911	323.85166421666	1.18472871051382e-06	0.000422235071370647
AT1G04760	-2.85776315053486	6.51478401976824	320.706650404007	1.22106780490367e-06	0.000422235071370647
AT2G30760	-5.33522363689841	7.69412853088201	305.749743652682	1.41554126252016e-06	0.000438580807273192
AT3G03275	-2.75948929929898	6.23360669735493	298.708917715145	1.52128794561113e-06	0.000438580807273192
AT4G35770	144269491.008169	5.86559211459003	1330.43671499077	1.60388078878323e-06	0.000438580807273192
AT3G03990	1.89657438686577	7.69466199098357	293.555330111411	1.60537332114121e-06	0.000438580807273192
AT4G38545	1.59993183217444	11.3164163570293	291.421561512895	1.64198017198482e-06	0.000438580807273192
AT4G00163	-1.58178549038434	10.1629797371788	290.438297888599	1.65921938674938e-06	0.000438580807273192
AT3G04255	-5.17672257297474	7.7767136255379	288.017002133118	1.70269979896063e-06	0.000438580807273192
AT1G53233	-1.21990628644924	11.0602531652519	287.108486324559	1.71940157727587e-06	0.000438580807273192
AT1G07240	2.0296733063234	8.77926104958214	285.793237004356	1.74396513315042e-06	0.000438580807273192
AT3G19710	-144269491.84537	6.6968005906743	1242.15732624303	1.85810485050712e-06	0.000453541533951723
AT3G30775	3.71505481260893	6.46851575757166	268.444165626456	2.11596372036948e-06	0.000456484829153935
AT1G13930	-2.39886795063804	6.31530732891547	267.290959826685	2.14425715871078e-06	0.000456484829153935
AT3G06095	4.73081988734243	4.19239365192389	267.262720595739	2.14495623164689e-06	0.000456484829153935
AT1G06573	2.28136407181063	10.7967946947852	266.26293227065	2.16990110081045e-06	0.000456484829153935
AT3G21755	-1.33373958813969	10.8476112722456	265.410990685369	2.1914596257534e-06	0.000456484829153935
