genes	logFC	logCPM	F	PValue	FDR
AT4G30660	-144269493.315283	8.1605823066656	4615.91035099801	5.01941118070887e-08	0.000450692929915849
AT5G48590	144269490.121728	4.99166651375018	952.741607694678	1.81428444283233e-06	0.00814523000609574
AT1G74030	-144269490.569677	5.42985112945877	688.201215641118	3.79309320163068e-06	0.00925620490234945
AT1G77800	144269489.946022	4.81952163545654	663.290177989684	4.12349032290876e-06	0.00925620490234945
AT4G26610	-144269489.437689	4.31879236317438	576.428947849417	5.66602647895071e-06	0.0101750503508997
AT4G18230	144269489.783871	4.66087067492469	431.34459944598	1.09130473226747e-05	0.0163313753183827
AT1G49360	-144269488.746781	3.6508389243564	326.20568391399	2.04902805000943e-05	0.025042494442229
AT1G55140	-144269489.007153	3.90125811802349	314.093449707044	2.23120565249841e-05	0.025042494442229
AT3G12990	144269489.054939	3.95394706472816	275.87682956389	2.98705224576463e-05	0.0298008245719118
AT4G30490	-144269488.162033	3.09633701044293	204.153495008338	5.86629154572832e-05	0.0526734317890946
AT2G26930	144269488.233785	3.17442375426722	193.12243973846	6.6416788266747e-05	0.0542142128951929
AT1G64740	144269490.238597	5.10637728944589	188.7628464034	7.96915820704107e-05	0.0583999709475546
AT3G22790	-144269488.858829	3.75805206583918	173.316916709928	8.45528034656655e-05	0.0583999709475546
AT1G18980	-144269489.34476	4.22807878656128	161.211088767028	9.93473231358072e-05	0.0637171153168866
AT3G23550	144269488.608267	3.52700375599012	140.853419223309	0.000134089462467675	0.08026595223315
AT1G44125	144269487.846745	2.81590174204156	131.495843114772	0.000156149986564245	0.0876294205850223
AT3G13235	144269487.528502	2.52735895804253	84.3291361873605	0.000414480374030737	0.209747417743033
AT1G13608	-2.13497259906194	3.91656176650747	42.7542541360259	0.000424564067767325	0.209747417743033
AT3G13470	-0.678479102727742	8.72060992934727	42.032497013995	0.000445970575056319	0.209747417743033
AT3G10130	0.595056938543299	8.45161862415215	41.269719847593	0.000470151589025268	0.209747417743033
AT1G53160	-144269487.60022	2.5778531721069	78.0431685663487	0.000490555270364594	0.209747417743033
AT3G56190	144269487.551382	2.54680662242893	76.3091081613607	0.000515071385493731	0.210219362288555
AT1G07187	-0.641003601269852	7.34535269911383	37.093384972693	0.000637982434224572	0.249062794647932
AT2G19540	144269487.364894	2.38004065444969	62.8471312021404	0.000783101686540066	0.292977918476802
AT1G13609	-1.30684996025422	8.70818548818765	32.7441524167786	0.000906632191909962	0.325626018046382
AT1G24764	144269487.33128	2.35048856029086	57.5197261304268	0.000946697176046111	0.325811729749863
AT2G36990	144269487.270727	2.29710854386999	56.6033419981729	0.000979721205395511	0.325811729749863
AT3G57180	144269487.399492	2.41278391544589	53.2703583627203	0.0011149047539999	0.357526063791612
AT4G06665	-0.491034532686433	11.2709254960873	27.1712866274016	0.00151548264269625	0.469224780992057
AT3G27690	1.11634159756357	5.08259991336402	24.8205007479801	0.00193342700975163	0.578674704018662
AT1G51402	0.641928524840591	10.8114969141711	23.7138240126742	0.00218271828971592	0.632213791076104
AT2G24060	-0.529624231646445	7.23778892583661	22.633966502521	0.00246803927339418	0.692516394868948
AT3G22440	1.03050822319121	4.00400735620859	21.911075270386	0.00268675101000304	0.731040524812646
AT3G56960	-1.08069902647233	5.363739334835	21.1122027389783	0.00295889190588186	0.760108451095206
AT3G16525	0.900415297298842	10.1887872699297	20.8935622791698	0.00303960257645774	0.760108451095206
AT1G08477	-0.316682007300998	11.0525957093422	20.8724580080664	0.00304754474211242	0.760108451095206
AT3G16530	0.867801015829059	9.58219006992369	20.3959607018268	0.00323431711199412	0.784890090502573
