genes	logFC	logCPM	F	PValue	FDR
AT3G59410	-1.43746856707272	11.4989818077812	392.684195543484	4.1720677137217e-07	0.00336602423143067
AT3G27690	-2.34692843020081	10.4595838380238	297.182355863512	1.02619329282316e-06	0.00343368671608206
AT5G59850	144269492.590205	7.43773137432729	1014.29426179238	1.5271128843651e-06	0.00343368671608206
AT1G74560	144269490.620115	5.48167193745893	962.905836020442	1.71893960152457e-06	0.00343368671608206
AT3G27700	-2.25990313710297	8.95367239822887	236.858846068762	2.12796648245046e-06	0.00343368671608206
AT1G05207	-1.07414244833719	12.5129916894269	223.013130850834	2.58095973655444e-06	0.00347053052575354
AT3G03535	-1.29129854567768	9.57195190414241	207.047476149866	3.27318702648938e-06	0.00377258184710233
AT5G54270	-1.35287280388814	10.8847179495674	189.939731454359	4.31033959328682e-06	0.00434697747982976
AT1G15820	-1.02905248411205	12.9602911888964	158.321497348512	7.68894962176788e-06	0.00619368282198154
AT1G51400	-1.24372297687184	9.0874485931702	154.091744470154	8.37759202440683e-06	0.00619368282198154
AT3G05932	-144269489.113524	4.00101651691029	474.468069773329	8.57965553016785e-06	0.00619368282198154
AT3G56940	-1.00831673365977	11.8874677993044	149.04307163111	9.30885552042155e-06	0.00619368282198154
AT5G53560	-144269489.050842	3.94029575617578	443.841830578028	9.9799053899058e-06	0.00619368282198154
AT3G54500	-1.63274722491298	7.36434740366658	141.603373629584	1.09433274623658e-05	0.00630648328331197
AT1G07020	-144269489.807736	4.67808846704765	408.517719632461	1.20414043643486e-05	0.00647667002743765
AT5G08275	2.60791093195755	6.92476959637759	131.624630616927	1.37772948849505e-05	0.00694720094573627
AT3G49250	1.22923103144073	9.30215850145298	128.229716369374	1.49573484237804e-05	0.00709858159312117
AT5G50565	144269488.840674	3.74681419247615	353.247931675328	1.67287431923942e-05	0.00749819444867978
AT5G01015	144269489.287424	4.1771006158342	308.366360770055	2.27369229689977e-05	0.00965481550073017
AT2G42500	144269488.812524	3.71995927493686	284.4175754733	2.72846002516677e-05	0.0110066077415227
AT3G04550	0.865023711999137	9.57224628048196	103.250123244593	2.94549189535186e-05	0.0113162993389042
AT3G08405	-1.75003280923222	5.62082477102603	96.3288826183164	3.6536723375852e-05	0.0132375021023516
AT5G54280	-1.21649411890874	9.19317265414806	95.3291259557072	3.77370535887564e-05	0.0132375021023516
AT3G01485	0.835061166247615	9.98910166269194	91.6460195749095	4.26296377105861e-05	0.0138186451685894
AT3G08795	-1.17871284670274	9.71132751203132	91.4622902206956	4.28948233629044e-05	0.0138186451685894
AT1G04900	144269488.916529	3.81962274752862	228.783277966467	4.45320741674918e-05	0.0138186451685894
AT4G00163	0.965623734329981	9.9713349336274	88.8029764263641	4.69859178749501e-05	0.0140400883487073
AT3G47060	144269488.561781	3.48108236887963	216.602159819882	5.03542714730474e-05	0.0145092236515909
AT1G05253	-0.703907974406032	10.3089015043372	84.1883560397577	5.53780590789403e-05	0.01540655795341
AT1G76350	144269488.552949	3.47267630849909	182.213366113081	7.41835322781573e-05	0.0197577242187158
AT3G55480	-144269488.503757	3.41482794215778	180.342847366888	7.59158962295725e-05	0.0197577242187158
AT4G00165	1.21347032283874	6.8147929960381	71.227297038698	9.23234555139669e-05	0.0229915218566019
AT2G06465	1.14231632050523	8.61370621213574	70.0639827167674	9.70587359308051e-05	0.0229915218566019
AT3G10040	1.39996193221208	4.99614224294201	69.6705513418849	9.87317249467397e-05	0.0229915218566019
AT4G05690	-1.1297546701269	7.72734859950508	69.4375877545026	9.97401171270536e-05	0.0229915218566019
AT2G01290	1.04634259903284	6.28893151477278	68.6654058057572	0.000103180156568593	0.0231238195332057
AT2G32179	0.920694347046003	8.70820650883614	67.9697935497997	0.000106412769788694	0.0232037358555454
AT5G62670	144269488.286658	3.22136454583214	150.710596112565	0.000113334503555979	0.0234897307601875
AT2G36470	1.40501710285731	6.06787589572066	66.5276776524947	0.000113547285528918	0.0234897307601875
AT2G05100	-1.94687641252042	6.11240464582445	65.1042396485865	0.000121213816046154	0.0244488266965094
AT1G51402	-1.39464283817057	11.9671616147297	63.1412115242443	0.000132933455439355	0.0258474939965069
AT1G07187	1.1614203760597	6.94052541308327	62.8873124767421	0.000134555620705663	0.0258474939965069
AT3G03920	0.992526677496357	7.69344272398669	62.1880373557195	0.000139158872847056	0.026110088049536
AT5G47860	144269487.994212	2.9483301243521	131.516124137233	0.000153437560960207	0.0281348691324306
AT2G03410	0.557050790209164	10.4618081082582	59.3995732092457	0.000159699340761949	0.0286323173614978
AT5G09185	2.00436636614533	4.72717112653855	55.1354805488863	0.000199471893002456	0.034702500308207
AT5G47870	-144269487.870157	2.81814982301793	116.124849818663	0.000202158839177705	0.034702500308207
AT1G16720	-0.688499145197232	8.34269268201443	54.3139028455201	0.000208576870739768	0.0348026952982278
AT4G09225	0.836797856078984	8.7787671272474	53.9781465674548	0.000212453833313576	0.0348026952982278
AT2G21660	1.39050884291757	6.62921888015673	53.6882216787859	0.000215877561336656	0.0348026952982278
AT3G01505	0.625248115627552	10.6792959749223	53.0194021561537	0.000224054764810424	0.0348026952982278
AT5G61360	144269487.705664	2.68337652558039	110.78698057675	0.000224310876984116	0.0348026952982278
AT4G10920	-1.39955050936885	4.93916926548294	52.2903663242196	0.000233434788942319	0.0349175703514882
AT2G08665	-0.749228444654911	17.4976293154086	52.2697756457466	0.000233707089610853	0.0349175703514882
