genes	logFC	logCPM	F	PValue	FDR
AT2G34770	-144269491.397409	6.2505773019668	1218.09478338307	1.53907217548643e-06	0.00563510064381328
AT1G21880	-144269490.37579	5.23978137603049	1197.63148622585	1.59724379132043e-06	0.00563510064381328
AT3G59110	144269490.968249	5.82508994683056	1054.5570103952	2.11026113237297e-06	0.00563510064381328
AT1G74560	-144269489.867885	4.74081297879548	753.780221412571	4.3985694071625e-06	0.00852183278386152
AT4G30100	-144269489.669111	4.54641830714297	661.864036524123	5.84404977336066e-06	0.00852183278386152
AT1G76700	144269489.751687	4.62718891680793	635.682077392653	6.3825985149381e-06	0.00852183278386152
AT3G21250	-144269489.418046	4.30189897055649	515.715463364334	1.00744608546522e-05	0.0113240669730373
AT3G10140	144269489.321894	4.20860920548887	489.096560402764	1.13085177611158e-05	0.0113240669730373
AT4G17530	144269489.110325	4.00398431034729	327.018048191807	2.71557268661581e-05	0.0214879045137865
AT3G12020	1.27740762767975	6.91932607159367	112.223278508037	2.73349382193351e-05	0.0214879045137865
AT5G01015	-144269489.16612	4.05747734523558	299.14959979807	3.29485246979981e-05	0.0214879045137865
AT2G42500	-144269488.8597	3.76235325204287	292.2976616839	3.46470695398131e-05	0.0214879045137865
AT3G03535	0.80378502742221	9.67626342874468	103.582663729924	3.48698987241574e-05	0.0214879045137865
AT5G38640	144269488.520576	3.43929363037554	221.705621491351	6.30328436226855e-05	0.0360682935900953
AT3G55480	144269488.448002	3.37065227772049	171.210110715065	0.000110031463859185	0.0587641371317286
AT1G09440	144269488.166518	3.10502517141109	161.243036223009	0.000125166423753572	0.0626692637931165
AT4G23270	144269488.156789	3.09668692688015	148.559983582276	0.000149216113304045	0.0657072848618663
AT2G09230	1.41354009190136	5.92469495843756	63.1338841632952	0.000153102620988755	0.0657072848618663
AT1G24280	-144269489.261184	4.14991910727581	143.31077013313	0.000161170194796296	0.0657072848618663
AT2G47470	-144269488.030816	2.97845998771718	142.133229143316	0.000164042653506095	0.0657072848618663
AT3G16525	1.11142614270824	8.87470694039088	59.3476026780867	0.000183514213175093	0.07000630294027
AT1G18660	-144269488.364234	3.2914580540135	131.421161862139	0.000193971626745226	0.0706321228116368
AT5G20290	-1.3419489359726	5.00251645801916	56.4958117224949	0.000211851099994664	0.0737886592198805
AT1G07902	144269487.771296	2.73906790006919	118.487867179514	0.000241948194998879	0.0807602912556675
AT2G08340	1.05652989796634	10.029263052408	51.5762144030293	0.000275851661697002	0.0883939064741873
AT1G05562	1.26980944393328	11.4554055355914	50.7953764571959	0.000288254699000046	0.0888157074495912
AT4G31290	-144269487.654766	2.63235335862475	106.116956677674	0.000305885934344164	0.0907574896307813
AT1G10490	0.57763873746833	8.32832139192979	46.3232508815722	0.000375450662817644	0.107419116422577
ATMG00020	-1.01638094827717	6.36148735554585	44.4599816330559	0.000422014755437793	0.113679373917312
AT1G01720	-144269487.7306	2.70220726779581	90.7759844965947	0.00042571229778047	0.113679373917312
AT2G29420	1.13576637657096	6.68904457013782	42.8548257464274	0.000468394315706388	0.121042156874964
AT4G17840	0.731933249845815	8.35083012251618	40.6819988550182	0.000542459661525012	0.135801385889902
AT5G64940	-144269487.471969	2.46796099859926	76.9124654561565	0.000603291882644583	0.146453674905023
AT3G17800	0.906985502786371	8.58070091101514	38.2622099791322	0.00064417423819379	0.151778818299131
AT1G70600	-1.14528736638378	5.57369947128206	37.5780248848187	0.000677417874517976	0.155051274078957
AT3G47560	144269487.467216	2.46363911655316	70.1332734810039	0.000731722338266786	0.162828545884867
AT1G23400	-0.988537131098396	7.31430297713575	35.6528472703802	0.000783908352847628	0.169726751747631
AT5G47860	-144269487.355448	2.36403343670334	61.8536964612344	0.000950264458255068	0.197291843272442
AT2G27710	-144269487.323918	2.33337026928543	61.3844620151276	0.00096538360827935	0.197291843272442
AT2G29525	-144269487.54893	2.5341069051942	60.7882363318296	0.000985104697403282	0.197291843272442
AT1G18080	-1.52192683726751	3.56555180129829	32.5151905456243	0.00100987489122501	0.197319701307404
AT5G36220	1.31122469409068	3.90605698266623	32.142745377253	0.00104213745971071	0.198775314041489
AT1G23300	-0.468448877446122	11.2682760186084	31.6899973584406	0.0010832050740918	0.201803624384869
AT4G36130	-0.701152092689264	7.07024970733725	31.3080856861825	0.001119515601065	0.203828170002994
AT3G02305	0.760501626055873	7.34686682563069	30.0265952907747	0.00125369278910456	0.220614641244424
AT1G57660	-144269487.216703	2.23809752807111	53.8144671422459	0.00126679234767738	0.220614641244424
AT1G09253	0.484561360260469	8.78605252284894	28.6975350308702	0.00141609524779268	0.241368915533344
AT5G22640	-1.32220644302547	3.62464691728933	27.2814146692304	0.00162098438578114	0.270535539885265
AT2G19520	-144269487.118347	2.15515598084485	46.9910143472531	0.0016720394322767	0.271098732893529
AT3G63160	-0.838891112684269	6.19234564297791	26.7290416290481	0.00171144476199574	0.271098732893529
AT4G38545	0.622546889875687	9.53219067013229	26.6444375870095	0.00172588133536013	0.271098732893529
AT2G35945	0.521173297630844	8.90698673522464	26.2108238370011	0.0018024390769485	0.274745110447521
AT1G78290	144269487.032186	2.07919096952618	44.0128365656104	0.00191006107645026	0.274745110447521
AT5G19140	0.431681931287964	10.3087662017047	25.6065881279044	0.00191674202839718	0.274745110447521
AT4G26510	0.602053577848304	8.45376526583966	25.2160512957236	0.00199572819848846	0.274745110447521
AT1G50010	-0.72271765896049	8.84413480787948	25.1486809907536	0.00200978414860334	0.274745110447521
AT1G30230	-144269487.012301	2.06161182644745	42.644189830289	0.00203626005153451	0.274745110447521
AT5G08275	-0.881966498455316	5.56090947901154	24.8938396698691	0.00206414583434255	0.274745110447521
AT4G38215	-0.810975720986486	5.29513811097685	24.4026307866202	0.00217450423476169	0.274745110447521
AT1G08543	0.556808752968012	7.5998079382438	24.2635234610654	0.00220716072515875	0.274745110447521
AT3G08675	1.7906816324322	3.73140228625183	24.2494419037177	0.00221050231519442	0.274745110447521
AT3G21781	0.859860555527616	6.11003887768612	24.2215448960565	0.00221714200978611	0.274745110447521
AT5G15581	-1.26580658171095	4.20108689439482	24.126810433159	0.00223988613781495	0.274745110447521
AT4G10910	144269486.983902	2.0352316405794	40.3681708811933	0.00227464448616318	0.274745110447521
AT3G08405	0.839190113456033	5.83001807074661	23.6318330588307	0.00236384592130055	0.274745110447521
AT4G08935	0.962912729523133	5.53834838881173	23.5868147657902	0.00237556314315412	0.274745110447521
AT3G03920	-0.82503568002374	7.52975612765696	23.5293593449878	0.00239062862211768	0.274745110447521
AT1G56110	-1.32702380532427	4.58247670573143	23.4006288378192	0.00242484208359895	0.274745110447521
AT5G17920	-0.887240186129924	5.92628229922249	23.2132349916205	0.00247580667745489	0.274745110447521
AT2G41120	0.556179979040021	7.03393475145939	23.1598365798657	0.00249058658795171	0.274745110447521
AT3G12030	-6.17833176649235	5.90362549162674	29.9525553154031	0.00251416771711724	0.274745110447521
AT1G66830	-0.539353018199726	8.42522985328872	22.9977219837388	0.00253617426256095	0.274745110447521
AT3G28730	1.51663023746752	4.37882072132951	22.9846839145734	0.00253988815233995	0.274745110447521
AT5G19150	0.498718542777795	6.69009327231178	22.9826591629327	0.00254046554342689	0.274745110447521
AT4G37553	0.596422623804642	8.04857508474262	22.8723013933066	0.0025721986373192	0.274745110447521
AT3G56950	0.531336495935791	8.46379266951407	22.5241988079896	0.00267577328467111	0.277920399893444
ATCG00090	-1.00595289912455	5.03091049566584	22.4145970660207	0.00270951667403541	0.277920399893444
AT5G13770	0.591561994630189	7.00405490124849	22.2370284180773	0.00276538247708171	0.277920399893444
AT5G22840	0.603558266514404	6.65716767247209	22.1423407265487	0.00279579254954151	0.277920399893444
AT3G04085	0.85185890411531	5.9863117105381	22.1176748598351	0.0028037864008768	0.277920399893444
AT5G59732	0.360185245090887	10.0594850588354	21.8774440208416	0.00288323641189433	0.277920399893444
AT1G18540	-1.15373179231762	3.87109890557747	21.6740138405482	0.00295284553480833	0.277920399893444
AT3G08795	0.476876193832752	9.90978579791541	21.6533474543757	0.00296004022676298	0.277920399893444
AT5G61360	-144269486.885724	1.95024285926428	34.9383344082591	0.00303726994643147	0.277920399893444
AT2G37970	0.565056256898021	8.55010114407277	21.3832029838052	0.00305624290815732	0.277920399893444
AT4G29060	-0.800192320572544	4.96945635698443	21.3297890069067	0.00307574938048757	0.277920399893444
AT1G13930	-0.521683957339386	6.89621362680468	21.2780835677851	0.00309478813853333	0.277920399893444
AT3G06700	-0.833739879315874	5.67275094675561	21.269092452851	0.0030981146120402	0.277920399893444
AT1G06730	0.905056861288724	4.85504638615505	21.2251341888531	0.00311444586224086	0.277920399893444
AT2G44140	0.875182947062378	5.94394506863602	21.2040710020861	0.00312231132073523	0.277920399893444
AT3G49250	-0.686170741967567	8.88931467173923	20.8991741604937	0.00323914955990453	0.279560593030741
AT3G22120	-0.933827898658688	7.17566591426013	20.7873588555805	0.00328343717369278	0.279560593030741
AT2G41220	-144269486.883362	1.95191570021942	33.5703204190997	0.00328786965685529	0.279560593030741
AT5G45400	0.608346705307131	7.23616119299109	20.5279212598337	0.00338930576757807	0.279560593030741
AT2G37975	0.695118237424175	5.18465095735964	20.5074671463555	0.00339784225166933	0.279560593030741
AT1G04833	0.380006865810508	9.05368188596484	20.4704907059393	0.00341334619215657	0.279560593030741
AT4G13430	-144269487.026116	2.07400998079839	32.8359534857646	0.00343498067150558	0.279560593030741
AT2G41840	-1.48878454161223	4.14747428109481	20.4154214896301	0.00343660920653322	0.279560593030741
AT1G55960	144269486.853013	1.92372863036151	32.7404571407416	0.00345481197229352	0.279560593030741
AT3G52590	-0.92396050895642	4.67051818898621	19.7118694998164	0.00375303549432742	0.30065567345057
AT1G78890	0.901053723137585	4.33010749417013	19.6045877520969	0.00380460960966843	0.301376374259561
AT4G18203	0.587184961812323	5.97201146222117	19.4716661881664	0.00386981061814674	0.301376374259561
AT4G08815	0.450825459607005	8.32584069478026	19.4441069850898	0.00388351261094513	0.301376374259561
AT1G07930	-1.67739479465392	3.86895696608669	19.3685776026207	0.00392139316640901	0.301376374259561
AT1G05840	0.551240658446976	6.01798899450345	19.3119101717189	0.00395013347862363	0.301376374259561
AT5G66520	1.40026372888636	3.73736428890833	19.1298122945543	0.00404438577832219	0.30565636292584
AT4G00165	-0.550354713535958	6.33374651034897	18.8463027445534	0.00419710390680592	0.314233639228245
AT4G05785	-0.489356625992874	7.08342750569777	18.6480678007781	0.0043084196803642	0.319581019068497
AT3G01895	0.624208933390832	7.99671536181211	18.5759255504041	0.00434989317967593	0.319697195067742
AT5G03630	-144269486.795868	1.87800493647766	28.7955871973741	0.00444525099622011	0.321417972670895
AT4G22475	-1.03683013118839	10.9322554224532	18.6609089859792	0.00445703272694694	0.321417972670895
