genes	logFC	logCPM	F	PValue	FDR
AT2G44100	144269492.780163	7.62764287484345	2770.64282029216	3.79749923398312e-07	0.00176447630211056
AT5G20900	144269492.59126	7.43941537754731	2594.14575628867	4.36697513206425e-07	0.00176447630211056
AT1G15980	144269491.076364	5.93471161598919	1060.84057192756	2.90956662900587e-06	0.00527946191136753
AT5G05980	-144269491.345724	6.20136156205215	1004.52103089133	3.2659794159854e-06	0.00527946191136753
AT5G03420	144269490.540462	5.40574539847506	951.965284438376	3.65966215033236e-06	0.00527946191136753
AT1G51590	144269490.636153	5.49990352756544	921.577641360134	3.91990737139032e-06	0.00527946191136753
AT3G59290	144269490.52849	5.39398497541697	787.139354994372	5.47308398032263e-06	0.00627050433891588
AT3G55830	144269490.917115	5.77711532878235	721.63422458641	6.57754595485686e-06	0.00627050433891588
AT1G79560	-144269490.540643	5.40588267881728	701.482098788907	6.98360834676933e-06	0.00627050433891588
AT4G03150	144269489.951259	4.82787907881802	570.394698734849	1.0813753826167e-05	0.00873859446692557
AT3G46220	-144269489.666009	4.54980086879394	495.74005869183	1.45415180458788e-05	0.0103472091151957
AT1G77800	144269489.854358	4.73341173017637	471.047265562727	1.61968652902778e-05	0.0103472091151957
AT5G63310	144269490.312189	5.18151154295188	464.983433141742	1.66456773292346e-05	0.0103472091151957
AT2G43410	-144269489.450621	4.34087804111814	379.326519785942	2.55666586221559e-05	0.0147574405946887
AT1G08650	-144269489.555314	4.44237626688776	339.085728671048	3.23728278922827e-05	0.0174403214798358
AT5G62910	144269489.366609	4.25964779850572	228.990697436533	7.37867968663563e-05	0.0372669440923141
AT2G22740	144269488.80191	3.71931328937705	204.069451877442	9.38900882912073e-05	0.0446309296165439
AT5G07870	-144269488.799363	3.71625771888575	176.871346321037	0.000126541705636876	0.0568101957361999
AT2G31150	-144269487.974561	2.94598876284344	117.524575398057	0.000295425345917116	0.125649064229274
AT5G01015	144269488.454436	3.39254994734136	90.2042075716249	0.000508766178351549	0.205566974362943
AT1G50055	-144269487.732511	2.72597307471836	85.5216400372303	0.000567304472468562	0.211352900151667
