genes	logFC	logCPM	F	PValue	FDR
AT5G61210	144269492.055224	6.9058234910731	3681.08567055046	9.5781499016458e-08	0.00054657799431576
AT5G66052	144269493.657532	8.50282696118454	2368.14660772117	2.58758462409952e-07	0.00054657799431576
AT3G15635	-1.37338112502705	8.59169120201317	461.292607341784	2.73228483704578e-07	0.00054657799431576
AT4G27800	144269491.254311	6.1107627166763	2084.02171544009	3.45065707719157e-07	0.00054657799431576
AT1G04503	-1.04064492738438	10.044693244582	411.424993280137	3.94637587634142e-07	0.00054657799431576
AT1G65970	1.41218333811552	11.063483226052	389.620717801873	4.70013425733846e-07	0.00054657799431576
AT3G15630	-1.26890851433055	8.56099754728372	380.330269134909	5.07850249433293e-07	0.00054657799431576
AT3G08405	2.10860503103758	8.46024537702808	371.829910069201	5.46031962353407e-07	0.00054657799431576
AT2G44130	-3.62814033088543	8.53067288016725	338.240913449013	7.99547033255524e-07	0.000647834344409098
AT3G16785	2.77347339511383	5.17315640513714	328.889965373204	8.08983946564808e-07	0.000647834344409098
AT1G08803	1.74043627294155	9.54323209977344	300.86777132588	1.07549856277322e-06	0.000755973675356228
AT5G04190	1.68001482777276	7.20214562947625	296.016307579245	1.13282768534899e-06	0.000755973675356228
AT2G08665	1.28666167476535	15.3762028972194	281.748614001102	1.46347190409012e-06	0.000901498692919512
AT5G10600	-1.17057227259114	7.60879747513671	256.755506907623	1.78347978156506e-06	0.00102015043505521
AT3G52090	-144269490.462449	5.32673862813433	940.160773425279	2.06834777469718e-06	0.001104221931985
AT5G54270	1.41358980521256	9.17985815282767	232.540378042942	2.44418254207367e-06	0.00122331336230787
AT5G60570	-144269489.751626	4.62955677679059	717.470086747724	3.79529260400893e-06	0.00178780606899432
AT5G54280	1.36777016604196	7.66663122674834	189.340433392954	4.68824405054547e-06	0.00208574768648712
AT5G15843	-3.12456859159344	5.50826960286157	179.548892596665	5.54412606394306e-06	0.00231182621971913
AT1G43850	-144269489.734695	4.61306896497374	595.061594063287	5.77379175754028e-06	0.00231182621971913
AT5G09565	0.791394155461004	9.3992145316769	166.496251934351	7.03293900777669e-06	0.00268189407496551
AT3G45600	1.43497369630895	7.40903943473619	154.65870548596	8.86815968533798e-06	0.00309809539475761
AT5G22500	-144269491.209694	6.06528419987762	487.965144453994	9.0053076629993e-06	0.00309809539475761
AT5G02160	-0.617617825555326	9.43322950151333	151.597172093288	9.44250886853629e-06	0.00309809539475761
AT3G27690	1.30811536965814	9.55447969179744	150.441793248534	9.67187623238513e-06	0.00309809539475761
AT1G15040	1.40575339882224	7.30395044023073	143.104041580873	1.13126747224895e-05	0.00348430381452676
AT5G10435	-0.967671293877239	9.6595854653855	139.393413638732	1.22819854158366e-05	0.00355679266970142
AT2G07805	-2.0553033568306	4.92524406118582	137.596534254236	1.27904978336255e-05	0.00355679266970142
AT5G61650	-1.17212095720778	7.38572428937252	137.288246225757	1.28804929347329e-05	0.00355679266970142
AT3G27700	1.25868527601843	8.04130848963855	135.688233834123	1.3361105962248e-05	0.00356652455152275
AT4G04470	144269489.557575	4.44444680897931	393.87604370768	1.45398079857537e-05	0.00365312288071153
AT3G01295	-3.0775380716761	5.37193085705086	131.145880309408	1.48597211299278e-05	0.00365312288071153
AT1G49205	-0.938442337866941	9.94867172752578	130.600739267273	1.50540778051299e-05	0.00365312288071153
AT2G22870	1.36311281395732	6.20252995593025	128.724445295902	1.57489738415522e-05	0.00365716593928398
AT1G05147	1.52620591287101	8.09348537023714	128.113887307179	1.59841168674999e-05	0.00365716593928398
AT1G06045	1.92685342818209	9.45041534511923	135.440885470892	1.66901217266017e-05	0.00371262485518407
AT3G11630	-0.918437859838966	9.85452612794446	122.573612323705	1.83431000365733e-05	0.00397004175926699
AT1G62515	1.16580168783276	9.64625988194206	120.704142891739	1.9241108695718e-05	0.00405481048513973
AT1G52340	-144269488.81149	3.72123707241864	329.879830688445	2.1600221039637e-05	0.00443524538680546
AT1G75785	-0.790517049342669	8.4378555618081	109.260713482581	2.62058139758237e-05	0.00524640395795991
AT2G04205	-2.67853899686232	4.43135360690685	107.278583268023	2.77324434224523e-05	0.0054166196811463
AT2G18270	0.62251735604919	9.551943677958	106.294034855272	2.85340484351865e-05	0.00543383878916468
AT1G68620	1.85057479199635	5.26851390718285	105.529291092116	2.91777057859742e-05	0.00543383878916468
AT2G35940	0.708258829956855	8.48807223511213	103.404700514413	3.10684167869351e-05	0.00565445185522218
AT4G01290	-144269488.93388	3.83823684798959	275.567967922344	3.22484582381331e-05	0.00573879230157711
AT4G28650	0.576647187936172	10.1272391908817	99.3409237513954	3.51550592312057e-05	0.00612003726790206
AT4G22467	2.81179312048675	6.06262985557022	97.2886356881148	3.74874753833539e-05	0.00632565756937745
AT1G69572	2.32966396259118	8.49943675055136	110.685224442539	3.79160293868778e-05	0.00632565756937745
AT1G55335	-0.703936287823926	9.30469393201211	96.1417177530487	3.88794734063748e-05	0.00635401679669897
AT4G23810	-1.72983196386034	6.28324238124038	95.1192894507322	4.01778764106368e-05	0.00643488868592759
AT1G78270	0.895913912467851	8.60043235099558	94.2858610759913	4.12784918972239e-05	0.00648153261005822
AT3G03105	0.63375091347531	11.9900214663131	93.1478818834489	4.28458297325525e-05	0.00659825777881309
AT1G55673	0.581567496891244	14.3841292216116	92.2263399382852	4.41725243860887e-05	0.00660804516053859
AT3G17650	0.526073210912048	9.29099055151099	91.1983298248872	4.57165941351586e-05	0.00660804516053859
AT2G09895	-0.737327011044668	7.91125484278509	90.4005353185453	4.69638251484213e-05	0.00660804516053859
AT1G04030	-0.67922111024954	9.05514479455362	90.0149193124061	4.7582636657249e-05	0.00660804516053859
AT1G02860	144269489.733646	4.6156720736634	230.83885436073	4.78028306936596e-05	0.00660804516053859
AT1G06002	-0.914460773006536	8.56784821306439	89.8439138581623	4.78604669469578e-05	0.00660804516053859
AT1G53160	144269488.89528	3.80697604430128	228.858797026083	4.87255039161332e-05	0.00660918963965841
AT3G27170	0.679146923613285	8.44410979152484	88.8491587840037	4.95194028945435e-05	0.00660918963965841
AT2G43630	-144269488.524578	3.44869094779043	222.48710732092	5.18754315540378e-05	0.00681013862106122
AT1G20490	0.861065594007801	7.89326561480094	86.8599278487949	5.30690303446995e-05	0.00682949711999631
AT4G28652	-1.16873646770893	8.44367135841544	86.509454039356	5.37285612587122e-05	0.00682949711999631
AT3G15570	-1.61161539362037	6.2598507127336	86.0190394098906	5.46695406390865e-05	0.0068405262724657
AT3G51330	1.04064140301912	6.61975508554726	84.3388928316368	5.80613705517884e-05	0.00715316085198033
AT1G52230	0.531788366623934	10.6044499057372	81.2131175877085	6.51399346701973e-05	0.00783283765082356
